id,Cid,title,hits,time
66,1,합장Day 선포 및 안내 (매달 11일),조회 539,2023.05.10.
67,1,여성특화 액셀러레이팅 프로그램 참가기업 모집 안내 (~5/12),조회 260,2023.05.10.
68,1,"Microsoft 현직자, 학교에 특강하러 직접 방문한다고?",조회 687,2023.05.10.
69,1,(예비군연대) 제414차 민방위의 날 훈련 변경 지침 안내 (대학 제외),조회 198,2023.05.10.
70,1,[참사람사회공헌센터] 2023 여름학기 사회봉사교과목 수강신청 안내,조회 291,2023.05.10.
71,1,[5대 핵심역량 함양 프로그램] 파워포인트 활용 및 SNS 콘텐츠 제작 특강,조회 283,2023.05.10.
72,1,2023-후기 각 대학원 전형 일정 안내,조회 79530,2023.05.09.
73,1,[동국대학교 캠퍼스타운] 디지털영상 융복합콘텐츠 전문가 양성(VFX) - 신청자 모집 ~ 23. 06. 09.(금),조회 313,2023.05.09.
74,1,강서구 꿈드림 검정고시 대비반 학습멘토 모집 안내,조회 327,2023.05.09.
75,1,[참사람사회공헌센터] 2023 전공연계 및 동아리(소모임) 봉사프로그램 공모전 안내,조회 323,2023.05.09.
76,1,동국대학교 슬로건 공모전 결과 안내,조회 2270,2023.05.04.
77,1,국제학생증 ISIC 발급비 지원행사 안내(국제학생증 무료 발급),조회 954,2023.05.04.
78,1,서울시설공단 시민경영참여단 모집공고,조회 317,2023.05.03.
79,1,유네스코 국제무예센터 2023 제 6기 국제 청소년 무예캠프 진행요원 모집,조회 350,2023.05.03.
80,1,[5대 핵심역량 함양 프로그램] 나를 브랜딩 하는 법: 쿠팡 브랜드 디렉터가 들려주는 커리어 디자인,조회 486,2023.05.03.
81,1,LINC3.0 만족도조사 참여하고 모바일 상품권 받자! (~5/10),조회 388,2023.05.02.
82,1,[LINC3.0] 산학공동 기술개발과제 모집공고 (~5/15까지),조회 347,2023.05.02.
83,1,포스코인터내셔널 1:1 학습멘토링 대학생 봉사단 및 홍보단원 모집,조회 392,2023.05.02.
84,1,[학생역량개발팀] 23년 1학기 1:1 진로상담,조회 602,2023.05.02.
85,1,[입학실] 2023년 재학생 모교방문단 모집,조회 5436,2023.05.01.
86,1,"기획자, 자원봉사자, 시각장애인 모두 하나가 되는 삼인사각 프로그램 참여자 모집",조회 454,2023.04.28.
87,1,동국대학교 개교 117주년 기념 카카오톡 이모티콘 '아코' 배포 안내,조회 2576,2023.04.28.
88,1,[창업교육센터] '선배창업가 특강_대기업 첫 번째 퇴사와 두 번째 퇴사는 뭐가 달랐을까?' 비교과 특강 모집(~5/4(목)),조회 413,2023.04.28.
89,1,애플 디벨로퍼 아카데미(Apple Developer Academy) 3기 교육생 모집 공고,조회 824,2023.04.27.
90,1,제63주년 4·19혁명기념 추모식 및 제51회 동국인 등산대회 단체상 선정 결과 안내,조회 731,2023.04.26.
91,1,동국대 천원의 아침밥 시행! 아코야 아침먹자!,조회 2601,2023.04.26.
92,1,제 21회 서울국제걷기대회 행사 진행 자원봉사자 모집,조회 561,2023.04.26.
93,1,동국대학교 창업기술원 직원 공개모집(5/9(화) 15:00까지),조회 268,2023.04.26.
94,1,2023년 서울형 청년인턴 직무캠프 참여자 모집(~5/15),조회 1083,2023.04.24.
95,1,[참사람사회공헌센터] 2023 전공연계 및 동아리(소모임) 봉사프로그램 공모전 안내,조회 548,2023.04.24.
96,1,의정부시청소년수련관 청소년 팝업스토어 기획단 모집,조회 236,2023.04.24.
97,1,제로서울 청년 프렌즈 2기 참가자 모집,조회 479,2023.04.24.
98,1,2023년 1인가구 홍당무 마켓 셀러모집,조회 329,2023.04.24.
99,1,2024 강원 동계청소년올림픽대회 자원봉사자 모집,조회 336,2023.04.24.
100,1,2004년생 청년 대학생 대상 서울청년문화패스 안내,조회 718,2023.04.21.
101,1,(예비군연대) 2023년 5월 각 군 현역병  모집계획 안내,조회 408,2023.04.21.
102,1,[LINC 3.0] 2023 산학공동 기술개발과제 수요조사 공고(~5/1까지),조회 324,2023.04.20.
103,1,[5대 핵심역량 함양 프로그램] 나는 마트로 간다! : 30대 대기업 퇴직자의 로컬마트 창업기,조회 612,2023.04.19.
104,1,건학위원회 출범 2주년 기념식 안내,조회 1344,2023.04.18.
105,1,"동국대학교 다르마교양교육연구소 ""사회문제와 미래의 민주주의 "" 5차 특강 안내!",조회 423,2023.04.17.
106,1,[참사람사회공헌센터] 제 21회 서울국제걷기대회 행사진행 자원봉사자 모집,조회 621,2023.04.17.
107,1,[창업교육센터] '실전 창업에 필요한 우리들의 자세' 비교과 특강 모집(~4/20(목)),조회 394,2023.04.14.
108,1,[창업진흥센터] 동국대학교 창업기술원(창업진흥센터) 직원 공개모집(~4/20 15시까지),조회 463,2023.04.13.
109,1,[佛타는 동국人] 끼쟁이 동국인들의 참여를 기다립니다~!,조회 1643,2023.04.12.
110,1,[학생역량개발팀] '발표의 신으로 만들어드립니다!' 특강,조회 848,2023.04.11.
111,1,2023 국제공동수업 원격수업도우미 봉사자 모집 공고,조회 568,2023.04.11.
112,1,[정각원] 봉축 수계법회 안내(5.10/16시~),조회 383,2023.04.11.
113,1,[참사람사회공헌센터] 동국대학교 사랑의 헌혈버스 운영 안내,조회 455,2023.04.11.
114,1,제63주년 4.19혁명기념 추모식 및 제51회 동국인 등산대회,조회 2564,2023.04.10.
115,1,[참사람사회공헌센터] 2023 봄학기 사회봉사교과목 평가회 안내,조회 313,2023.04.10.
116,1,"[창업교육센터] '누구나! 동국 캠퍼스 CEO’ 비교과 특강 모집(~4/20(목), 선착순)",조회 454,2023.04.10.
117,1,[참사람사회공헌센터] 제 14회 생명나눔 걷기명상행사 참여 학생 모집,조회 522,2023.04.07.
118,1,[정각원] 불기 2567(2023)년 부처님오신날 재학생 소원등표 달기 안내,조회 703,2023.04.07.
119,1,"[고시반] 5급(공채)행정, 입법고시 1차 합격자 조사 안내",조회 456,2023.04.07.
120,1,「2023년 국가간 청소년교류」 청소년 참가자 및 통역 모집,조회 338,2023.04.07.
121,1,[경영대학] 교내 근로장학생 모집 안내,조회 603,2023.04.06.
122,1,2023년 1학기 캡스톤디자인 설명회 및 과제신청(지원금 사용) 안내[양식포함],조회 767,2023.04.06.
123,1,2022년 제16회 자랑스러운 동국가족상 접수 안내,조회 764,2023.04.04.
124,1,2023년 서울캠퍼스 난방운영 중지 안내,조회 827,2023.04.04.
125,1,(예비군연대) 2023년 학생 예비군 교육훈련 안내,조회 1828,2023.04.03.
126,1,기업 및 공공기관이 함께하는 청년 ESG 기획봉사 참여자 모집,조회 573,2023.04.03.
127,1,[교수학습혁신센터] 학습역량진단 서비스 이용 안내 (참여 마일리지 지급),조회 421,2023.04.03.
128,1,양천구 자원봉사센터 대학생 서포터즈 모집,조회 277,2023.04.03.
129,1,2023학년도 1학기 신규 학생증 발급 재개 안내(2023.04.03~2023.06.14),조회 714,2023.03.31.
130,1,"2023 옥수종합사회복지관 25주년 개관기념 행사 「함께 이어(25) 봄, 함께 걸어 봄」 대학생 자원봉사자 모집",조회 358,2023.03.31.
131,1,[법과대학 고시반] 2023-1학기 공인노무사 실무자 및 합격자 설명회,조회 596,2023.03.29.
132,1,"2023년 국립청소년인터넷드림마을 7,8기 멘토 모집",조회 424,2023.03.29.
133,1,(예비군연대) 2023년 4월 각 군 현역병  모집계획 안내,조회 481,2023.03.29.
134,1,[정각원] 불기2567(2023) 부처님오신날 봉축 연등 접수 안내,조회 692,2023.03.29.
135,1,홍보대사 동감18기 합격자 발표,조회 1018,2023.03.24.
136,1,DGU-WIFI 무선네트워크 개선 계획 안내(2023-3월),조회 3226,2023.03.24.
137,1,장충고등학교 학습지원튜터 선발안내,조회 770,2023.03.24.
138,1,[창업교육센터] 2023 창업동아리 1차 최종 선발 결과 안내,조회 537,2023.03.23.
139,1,1·3세대 통합프로그램 '동화' 참여 자원봉사자 모집,조회 502,2023.03.23.
140,1,[역량개발센터] 제17기 동국 108리더스 합격자 발표,조회 1103,2023.03.21.
141,1,동국대학교 슬로건 공모전 안내 (접수마감),조회 3586,2023.03.21.
142,1,[에릭슨엘지] Girls in ICT 2023 해커톤 공모전 개최,조회 667,2023.03.21.
143,1,[K학술확산연구소] 2023년 K-MOOC 한국불교 강좌 수강생 모집,조회 378,2023.03.21.
144,1,2023년 1학기 대학생 교육기부 '함성소리' 동아리 모집 안내,조회 964,2023.03.17.
145,1,2023년 상반기 동대문구 학습멘토링 대학생 멘토 모집,조회 868,2023.03.17.
146,1,[창업교육센터] 싱가포르 “리콴유 글로벌 창업경진대회” 참여팀 모집(~3/21(화)까지),조회 896,2023.03.16.
147,1,[교수학습개발센터] U&I 학습 유형 검사 지원,조회 1058,2023.03.16.
148,1,인천광역시 Trend 2023 창업세미나,조회 270,2023.03.16.
149,1,[역량개발센터] 제17기 동국 108리더스 면접대상자 및 면접시간 안내(3월 17일 대상),조회 1009,2023.03.15.
150,1,[입학처] 학생부전형알리미 Dreamer 12기 모집 안내[추가],조회 698,2023.03.15.
151,1,[역량개발센터] 제17기 동국 108리더스 면접대상자 및 면접시간 안내(3월 16일 대상),조회 1377,2023.03.14.
152,1,[동국대학교캠퍼스타운] HAI STARTUP TOWN 입주경진대회(~4/5),조회 647,2023.03.14.
153,1,2023-1 중학생 학습 멘토링 사업 참여 학생 모집,조회 494,2023.03.14.
154,1,한국핀테크지원센터 핀테크 큐브 5기 입주기업 및 핀테크 창업 지원 사업 참여기업 모집 안내,조회 159,2023.03.13.
155,1,Wfk 청년중기봉사단(KOICA 그린봉사단) 사후관리프로그램 그린해커톤 참여 학생 모집,조회 356,2023.03.13.
156,1,산불특별대책기간(2023. 03. 06 ~ 4. 30) 설정 / 운영 알림,조회 251,2023.03.13.
157,1,서초교육복지센터 담담 멘토링 참여 멘토학생 모집,조회 322,2023.03.13.
158,1,2023학년도 1학기 학생증 신규발급 일시 중단 안내(3/10 ~ 4/2),조회 876,2023.03.10.
159,1,다르마교양교육연구소  ‘사회문제와 미래의 민주주의’ 특강 안내  - 주제: '헌법 제1조 제1항 - 대한민국은 민주공화국이다.',조회 435,2023.03.09.
160,1,[재공지][법과대학 고시반]  2023-1학기 고시반(예비법조인반) 추가 입반 공고,조회 461,2023.03.09.
161,1,[국제청년센터] 전국농촌체험휴양마을 서포터즈 모집,조회 400,2023.03.09.
162,1,[참사람사회공헌센터] 철원교육지원청과 함께하는 1:1 비대면 학습멘토링 참여학생 모집,조회 430,2023.03.09.
163,1,[국제청년센터] 2023 봄 농활 참가자 모집,조회 672,2023.03.09.
164,1,2023년 시청 시민청 기획공연 공모사업 바스락콘서트 안내,조회 225,2023.03.09.
165,1,2023 코다가족지원사업 코다아동 멘토링 봉사자 모집,조회 315,2023.03.08.
166,1,2023 창업동아리 1차 모집 공고(~3.15(수)까지),조회 1132,2023.03.07.
167,1,[역량개발센터] 23년 [GROW코칭] 참여자 모집,조회 595,2023.03.07.
168,1,[역량개발센터]_23년 [신입생 '인사이드 아웃'] 프로그램,조회 625,2023.03.06.
169,1,2023년 청소년서포터즈 Y.E.S. 모집 안내,조회 455,2023.03.06.
170,1,대학생 서포터즈 놀터지기 모집 안내,조회 548,2023.03.06.
171,1,[참사람사회공헌센터] 봉사 동아리 '참사람 봉사단' 19기 모집 안내,조회 758,2023.03.06.
172,1,[공공상생연대기금] 대학 동아리 지원사업 홍보,조회 656,2023.03.03.
173,1,2023 상반기 씨드스쿨 교육봉사자 추가모집,조회 506,2023.03.03.
174,1,2023 청년 자원봉사 프로그램 기획단 모집 안내,조회 621,2023.03.02.
175,1,2023 상반기 서울동행 멘토링 봉사활동 멘토 모집,조회 636,2023.03.02.
176,1,LG유플러스 멘토와 함께하는 『프로보노(산업체연계형) ICT멘토링』참여학생 모집 (~3/10),조회 1004,2023.03.02.
177,1,"[전통사찰음식연구소] 2023년도 봄학기 ""사찰음식 조리강좌"" 모집 안내",조회 490,2023.03.02.
178,1,[참사람사회공헌센터] 2023 봄학기 중구멘토링 온라인 공부방 모집 안내,조회 773,2023.02.28.
179,1,[AI소프트웨어융합학부] 2023학년도 1학기 임상수 교수님 조교 모집 공고(~3/2),조회 821,2023.02.28.
180,1,2023년 1학기 서울캠퍼스↔BMC 셔틀버스 운행 안내,조회 1608,2023.02.27.
181,1,[국가근로학생 모집] 2023학년도 1학기 장애학생 교육활동 지원 수업도우미 모집(학부생),조회 837,2023.02.24.
182,1,2023 서울국제불교박람회 안내,조회 433,2023.02.24.
183,1,[참사람사회공헌센터] 2023 봄학기 사회봉사교과목 신입생 수강신청 안내,조회 560,2023.02.23.
184,1,[학부] 2023 신편입생 학번 조회 및 로그인 방법 안내,조회 854,2023.02.23.
185,1,[경영학과] 최경규 교수님 조교 모집(마감),조회 500,2023.02.21.
186,1,2023학년도 1학기 재학생 운동장 대관 신청 안내,조회 1046,2023.02.21.
187,1,2023년도  R O T C 학군사관후보생 모집,조회 812,2023.02.21.
188,1,[평가감사실] 학생모니터링단 동화 16기 모집 안내,조회 1182,2023.02.21.
189,1,[대학미디어센터] 2023학년도 1학기 동국포스트(영자신문사) 57기 수습기자 모집(우수활동자 해외취재기회 부여),조회 1215,2023.02.20.
190,1,[행정학과] 주창범 교수님 조교 모집(~2/22),조회 411,2023.02.20.
191,1,[국가근로학생 모집] 2023학년도 1학기 장애학생 교육활동 지원 수업도우미 모집(학부생),조회 1287,2023.02.17.
192,1,[대학미디어센터] 동국대학교 교육방송국 DUBS에서 65기 수습국원을 모집합니다.,조회 886,2023.02.16.
193,1,[모집마감] 인공지능 현직자 특강 듣자,조회 962,2023.02.15.
194,1,2023학년도 신입생 오리엔테이션 안내,조회 11179,2023.02.14.
195,1,[교수학습개발센터] AI 토익 학습 프로그램 우수 참여자 선정 발표 및 시상 안내,조회 687,2023.02.13.
196,1,[창업교육센터] 2023 스타트업 캠퍼스 동국! 스타톤 경진대회 참가자 모집,조회 1048,2023.02.10.
197,1,크크동( Creator Crew of Dongguk) 2기 모집,조회 1347,2023.02.10.
198,1,"모두의연구소가 만든 AI 학교, ""아이펠"" 입학생 모집(등록금 무료)",조회 653,2023.02.10.
199,1,[참사람사회공헌센터] 2023 봄학기 사회봉사교과목 수강신청 안내,조회 588,2023.02.10.
200,1,[교수학습개발센터] 글로벌 역량 강화 워크숍,조회 561,2023.02.09.
201,1,[경영정보학과] 정덕훈 교수님 조교 모집(마감),조회 459,2023.02.09.
202,1,[경영학과] 이상현 교수님 조교 모집,조회 506,2023.02.08.
203,1,[경영정보학과] 권소연 교수님 조교 모집(마감),조회 411,2023.02.08.
204,1,[회계학과] 남혜정 교수님 조교 모집(마감),조회 397,2023.02.08.
205,1,[회계학과] 정선문 교수님 조교 모집(마감),조회 339,2023.02.08.
206,1,[교수학습개발센터] 학습 콘텐츠 공모전 최종 결과 발표,조회 817,2023.02.08.
207,1,[경영전문대학원] 중국어 가능 조교 모집 （마감）,조회 441,2023.02.07.
208,1,2023학년도 1학기 학부 및 대학원 신(편)입생 학생증 발급 안내,조회 6562,2023.02.07.
209,1,[대학미디어센터] 동대신문사 2023학년도 1학기 신입기자 모집,조회 464,2023.02.06.
210,1,2023년 상반기 서울런 멘토단 참여 대학생 추천 안내,조회 1294,2023.02.03.
211,1,[행정학과] 주창범 교수님 조교 모집(~2/10),조회 567,2023.02.03.
212,1,[사범대학 가정교육과] 신혜원 교수님 조교 모집,조회 549,2023.02.03.
213,1,"다쏘시스템코리아 본사 방문하고, 현직자 특강 듣자(마일리지 10점 지급)",조회 517,2023.02.03.
214,1,[행정학과] 배광빈 교수님 조교 모집(~2/10),조회 330,2023.02.03.
215,1,[과학영재교육원] 단기 수업조교 모집(모집 마감),조회 623,2023.02.03.
216,1,[교수학습개발센터] GROW 프로그램 우수 참여자 선정 발표 및 시상 안내,조회 385,2023.02.02.
217,1,[경영학과] 이영면 교수님 조교 모집,조회 324,2023.02.02.
218,1,[연구등록(B)] 2023학년도 1학기 연구등록(B) 등록 안내,조회 502,2023.02.02.
219,1,[경영학과] 김대룡 교수님 조교 모집 (~2/6),조회 471,2023.02.01.
220,1,[경영학과] 카린맥도날드 교수님 조교 모집,조회 412,2023.02.01.
221,1,[경영학과] 강경훈 교수님 조교 모집,조회 381,2023.02.01.
222,1,[교수학습개발센터] BEST 프로그램 우수 참여자 선정 발표 및 시상 안내,조회 730,2023.01.31.
223,1,[대학미디어센터] 2023학년도 1학기 대학원신문사 신임 편집위원 모집 (장학혜택 안내),조회 618,2023.01.30.
224,1,[참사람사회공헌센터] 2023 봄학기 사회봉사교과목 수강신청 안내(수정),조회 787,2023.01.25.
225,1,[경영정보학과] 남기환 교수님 조교 모집,조회 884,2023.01.20.
226,1,2022년 연말정산 관련 종(전)근무지 근로소득 원천징수영수증 발급 안내,조회 6535,2023.01.20.
227,1,[역량개발센터] 2022 마일리지 경진대회 수상 결과 발표,조회 1294,2023.01.17.
228,1,[한국통신학회] ICT 융합 아이디어 경진대회 참가 학생 모집 연장(~ 1/19(목) 24시),조회 873,2023.01.16.
229,1,[미래융합교육원] 대한유도회 유도단증 자격과정 모집 안내,조회 517,2023.01.13.
230,1,[창업교육센터] 2023 청년 창업지원사업 집중 공략 교육(~1/17(목)),조회 478,2023.01.12.
231,1,2022학년도 행정부서 동계방학 셧다운 및 집중휴가 안내,조회 1535,2023.01.12.
232,1,[미래융합교육원] 사회조사분석사2급 통합과정 방학특강 안내,조회 466,2023.01.11.
233,1,[법과대학 고시반] 2023학년도 법학전문대학원 합격자 조사 안내,조회 597,2023.01.10.
234,1,"[법과대학 고시반] 2023-1학기 고시반(법학전문대학원반, 공인노무사반, 법원행정고등고시반) 입반시험 공고",조회 852,2023.01.09.
235,1,2022 동국대 학습 콘텐츠 공모전,조회 1313,2023.01.06.
236,1,(예비군연대) 2023-1학기 학생 예비군 편성(전입) 안내,조회 1372,2023.01.06.
237,1,[협력학습 동국 튜터링] 우수활동 튜티 선정 발표 및 시상 안내,조회 687,2023.01.05.
238,1,2023-1학기 학부 외국인입학전형(2차) 안내(23-1 2nd Admissions),조회 305,2023.01.05.
239,1,2023학년도 신입생 입학 전 교육프로그램 신청 안내,조회 1046,2023.01.05.
240,1,[참사람사회공헌센터] 2022년 겨울학기 사회봉사교과목 평가회 안내,조회 381,2023.01.05.
241,1,2023-전기 각 대학원 원서접수 안내,조회 3241,2023.01.05.
242,1,2023-전기 각 대학원 합격자 발표 안내,조회 798,2023.01.05.
243,1,신입생 입학 전 사전교육 신청 안내,조회 782,2023.01.05.
244,1,[공인회계사반] 2023-1학기 공인회계사반 입반시험 공고,조회 475,2023.01.05.
245,1,[참사람사회공헌센터]2022 동계방학 학점봉사캠프 미동 21기 모집 재연장,조회 527,2022.12.09.
246,1,"[카운슬링센터] 온라인 심리검사 프로그램 참여 안내 : '나의 대학생활과 학습습관, 어떨까?'",조회 270,2022.12.09.
247,1,"[DUICA]2022-겨울방학 컴활, 포토샵, 일러, 파이썬 특강 안내",조회 601,2022.12.09.
248,1,"[카운슬링센터] 정신건강특강 '3장: 연인관계, 가족과의 친밀한 관계 비결' 안내",조회 346,2022.12.07.
249,1,[법과대학 고시반] 2024학년 법학적성시험대비 로스쿨 입시가이드 및 로드맵 특강 안내,조회 411,2022.12.07.
250,1,[취업버프아이템] 마이크로디그리 교육과정 이수자 모집,조회 520,2022.12.07.
251,1,[카운슬링센터] 힐링 글귀 공모전 수상자 발표,조회 424,2022.12.06.
252,1,2022 신입생 나의 향상된 역량을 알아보자,조회 452,2022.12.06.
253,1,[참사람사회공헌센터] 2022 동계방학 학점봉사캠프 「미동 21기」 참가자 모집 (기간연장),조회 347,2022.12.06.
254,1,2022-2 동국 튜터링 프로그램 운영현황 설문조사,조회 248,2022.12.05.
255,1,2022-2 동국 튜터링 우수활동 튜티 선발 안내,조회 272,2022.12.05.
256,1,2022학년도 겨울방학 대운동장 대관신청 안내,조회 346,2022.12.05.
257,1,[교수학습개발센터] 2023-1 혁신교수법 적용 교과목 개발 모집 공고,조회 160,2022.12.05.
258,1,전담특허사무소 모집 (재공고),조회 422,2022.12.02.
259,1,"온라인 심리검사 프로그램 참여 안내 : '나의 대학생활과 학습습관, 어떨까?'",조회 255,2022.12.02.
260,1,GCS연계전공 신청자 모집(~12/16),조회 339,2022.12.02.
261,1,"[창업교육센터] ""누구나! 동국캠퍼스CEO"" 창업교육특강 수강자 모집",조회 357,2022.12.02.
262,1,[교수학습개발센터] 2022학년도 혁신교수법 우수사례 공모전 실시,조회 449,2022.12.01.
263,1,「2022년 고교교육 기여대학 지원사업」 저소득층 생활지원 프로그램(기숙사비 지원) 신청 안내,조회 1693,2022.11.30.
264,1,[역량개발센터 특강] 4차 산업시대의 디지털 윤리의식,조회 294,2022.11.29.
265,1,2022학년도 드림패스 핵심역량 진단하고 마일리지 받자!(2탄),조회 1586,2022.11.28.
266,1,2023년 마일리지 경진대회 실시!,조회 890,2022.11.28.
267,1,[참사람사회공헌센터] 2022년 동계방학 학점봉사캠프 「미동 21기」 참가자 모집(기간연장),조회 715,2022.11.28.
268,1,"온라인 심리검사 프로그램 참여 안내 : '나의 대학생활과 학습습관, 어떨까?'",조회 310,2022.11.25.
269,1,[창업진흥센터-Makers Value up] XR 실감형 콘텐츠 제작 디지털 3D 드로잉 워크숍 교육 참가자 모집,조회 348,2022.11.25.
270,1,[창업보육센터] 신규 입주기업 모집 공고(2022년 6차),조회 298,2022.11.24.
271,1,[역량개발센터] 노코드! 코딩 없이도 누구나 시민개발자가 될 수 있다,조회 374,2022.11.24.
272,1,[공지] 교내 네트워크 스위치 작업 안내 : 2022.11.26 (토),조회 403,2022.11.22.
273,1,제 4기 국민외교아카데미 대학생 외교 연수 과정 선발 안내,조회 452,2022.11.22.
274,1,[참사람사회공헌센터] 한국장학재단 제26기 동계 대학생 재능봉사캠프 모집 안내,조회 834,2022.11.22.
275,1,[교수학습개발센터] 2023-1 혁신교수법 워크숍 시리즈 신청 안내,조회 263,2022.11.22.
276,1,"취업 버프 아이템 ""마이크로디그리"" 신청하세요",조회 405,2022.11.22.
277,1,2022 부천 메이커스페이스 드론 무료교육 안내,조회 245,2022.11.21.
278,1,[문과대 재학생 전용] 문과대학 재학생 취업활성화를 위한 설문조사 안내 및 참여 요청,조회 429,2022.11.18.
279,1,[교수학습개발센터] 2023-1 혁신교수법 적용 교과목 개발 모집 공고,조회 337,2022.11.18.
280,1,미래융합교육원 대한유도회 유도 단증 자격 과정 신청자 모집,조회 264,2022.11.17.
281,1,[교수학습개발센터] '교수자를 위한 발음발성법' 워크숍 안내,조회 312,2022.11.17.
282,1,[참사람사회공헌센터] 대한적십자사 사랑의 헌혈버스 운영 안내,조회 257,2022.11.17.
283,1,[디지털혁신공유대학강의] 2022 CO-WEEK ACADEMY 온라인 강의 수강신청 안내,조회 517,2022.11.16.
284,1,[참사람사회공헌센터] 한국장학재단 제26기 동계 대학생 재능봉사캠프 모집 안내,조회 675,2022.11.16.
285,1,[중앙도서관] 2022학년도 온라인 학술전자정보박람회 개최 안내,조회 2501,2022.11.15.
286,1,내일채움공제 숏폼 컨텐츠 공모전 안내,조회 2280,2022.11.15.
287,1,2022 주택금융 컨퍼런스 개최 안내,조회 1602,2022.11.15.
288,1,동국대 전담특허사무소  모집공고,조회 1815,2022.11.14.
289,1,2024학년도 법학적성시험(LEET) 대비 겨울방학 특강 안내,조회 5871,2022.11.10.
290,1,동국대 다르마교양교육연구소 제6회 정기학술대회 안내,조회 5652,2022.11.10.
291,1,[역량개발센터 특강] 블록체인과 미래의 직업,조회 1662,2022.11.09.
