time,Cid,hits
2022-08-23,1,7398
2022-08-23,2,2869
2022-08-23,3,1284
2022-08-23,5,8025
2022-08-23,9,198
2022-08-24,1,1562
2022-08-24,2,6924
2022-08-24,9,248
2022-08-24,10,627
2022-08-25,1,1337
2022-08-25,3,6022
2022-08-26,3,6712
2022-08-26,8,46
2022-08-29,1,3197
2022-08-29,2,5695
2022-08-29,3,1464
2022-08-29,4,22571
2022-08-30,1,1198
2022-08-30,3,2240
2022-08-31,1,2778
2022-08-31,2,7350
2022-08-31,3,5893
2022-08-31,5,854
2022-08-31,9,282
2022-08-31,10,1724
2022-09-01,1,10008
2022-09-01,2,3191
2022-09-01,5,1832
2022-09-01,6,4276
2022-09-01,10,493
2022-09-02,1,8114
2022-09-02,2,3936
2022-09-02,3,7211
2022-09-02,5,2713
2022-09-03,9,244
2022-09-05,1,1047
2022-09-05,2,1474
2022-09-05,3,1658
2022-09-05,5,544
2022-09-05,6,3520
2022-09-06,1,1957
2022-09-06,3,460
2022-09-06,5,2155
2022-09-06,6,1975
2022-09-07,1,1221
2022-09-07,3,6611
2022-09-07,8,36
2022-09-08,1,2384
2022-09-08,2,2701
2022-09-08,3,1062
2022-09-13,1,1360
2022-09-13,2,3160
2022-09-13,3,2413
2022-09-13,5,334
2022-09-14,1,3618
2022-09-14,2,1349
2022-09-14,3,1055
2022-09-14,5,398
2022-09-14,7,3059
2022-09-14,8,38
2022-09-15,1,1585
2022-09-15,2,3134
2022-09-15,3,1237
2022-09-15,4,10298
2022-09-15,5,430
2022-09-15,9,451
2022-09-16,1,1380
2022-09-16,3,8172
2022-09-16,7,4097
2022-09-16,8,81
2022-09-16,9,260
2022-09-16,10,1219
2022-09-19,1,4445
2022-09-19,2,3678
2022-09-19,5,2473
2022-09-19,9,198
2022-09-19,10,465
2022-09-20,1,743
2022-09-20,2,1148
2022-09-20,5,2032
2022-09-20,8,103
2022-09-21,1,3459
2022-09-21,2,574
2022-09-21,3,857
2022-09-21,5,1374
2022-09-22,1,1396
2022-09-22,2,3764
2022-09-22,5,5550
2022-09-22,8,1282
2022-09-23,1,1224
2022-09-23,2,1224
2022-09-23,3,1623
2022-09-23,6,1705
2022-09-23,7,1788
2022-09-26,1,939
2022-09-26,2,617
2022-09-26,3,3882
2022-09-26,5,4669
2022-09-26,9,277
2022-09-27,1,1325
2022-09-27,2,3862
2022-09-27,3,1184
2022-09-27,5,5175
2022-09-28,1,1520
2022-09-28,2,466
2022-09-28,3,1119
2022-09-29,1,1823
2022-09-29,3,477
2022-09-29,9,395
2022-09-30,1,1374
2022-09-30,2,2793
2022-09-30,3,3330
2022-09-30,8,2732
2022-10-04,1,1679
2022-10-04,2,2164
2022-10-04,6,1705
2022-10-05,1,432
2022-10-05,5,1806
2022-10-05,8,1312
2022-10-05,10,353
2022-10-06,1,952
2022-10-06,2,835
2022-10-06,3,681
2022-10-06,7,1582
2022-10-06,8,3904
2022-10-06,10,284
2022-10-07,1,2147
2022-10-07,3,5612
2022-10-07,7,1695
2022-10-07,10,885
2022-10-11,1,2836
2022-10-11,2,983
2022-10-11,4,6971
2022-10-11,5,6497
2022-10-11,8,1301
2022-10-12,1,2293
2022-10-12,3,1148
2022-10-12,7,3585
2022-10-12,9,434
2022-10-13,1,60196
2022-10-13,2,664
2022-10-13,3,1118
2022-10-13,8,2652
2022-10-14,1,1697
2022-10-14,3,8442
2022-10-14,4,8846
2022-10-14,5,4146
2022-10-14,6,24802
2022-10-14,7,5582
2022-10-14,10,1017
2022-10-17,1,1246
2022-10-17,2,1582
2022-10-17,3,14418
2022-10-18,1,2594
2022-10-18,2,463
2022-10-18,9,192
2022-10-18,10,324
2022-10-19,1,2073
2022-10-19,2,3421
2022-10-19,3,3755
2022-10-19,8,1317
2022-10-20,1,3939
2022-10-20,2,3187
2022-10-20,3,4413
2022-10-20,8,1290
2022-10-20,9,463
2022-10-21,1,923
2022-10-21,8,2594
2022-10-22,1,361
2022-10-24,1,1585
2022-10-24,2,1874
2022-10-24,3,8929
2022-10-24,6,5927
2022-10-24,8,2582
2022-10-24,9,188
2022-10-25,1,2449
2022-10-25,3,4180
2022-10-26,1,829
2022-10-26,2,2454
2022-10-26,5,2938
2022-10-26,7,4481
2022-10-26,9,169
2022-10-27,1,1258
2022-10-27,5,570
2022-10-27,8,1293
2022-10-28,1,2141
2022-10-28,2,3981
2022-10-28,5,4849
2022-10-31,1,1798
2022-10-31,2,3397
2022-11-01,1,1728
2022-11-01,2,1352
2022-11-01,3,6882
2022-11-01,4,8305
2022-11-01,5,5504
2022-11-01,7,4118
2022-11-02,1,411
2022-11-02,3,1960
2022-11-03,1,7670
2022-11-03,2,6852
2022-11-03,3,4634
2022-11-03,5,9597
2022-11-03,8,1337
2022-11-03,10,351
2022-11-04,1,11158
2022-11-04,2,4177
2022-11-04,3,5109
2022-11-04,5,5054
2022-11-07,1,15379
2022-11-07,2,940
2022-11-07,7,2525
2022-11-07,9,526
2022-11-08,1,11217
2022-11-08,2,15675
2022-11-08,8,1331
2022-11-08,9,529
2022-11-08,10,1158
2022-11-09,1,1658
2022-11-09,2,2280
2022-11-09,3,3621
2022-11-10,1,11514
2022-11-10,2,27229
2022-11-10,5,2907
2022-11-10,6,2422
2022-11-10,9,178
2022-11-11,2,7413
2022-11-11,3,2564
2022-11-11,8,2906
2022-11-14,1,1812
2022-11-14,2,12789
2022-11-14,3,11213
2022-11-14,5,4342
2022-11-14,8,1371
2022-11-14,10,313
2022-11-15,1,6377
2022-11-15,3,4472
2022-11-15,7,3495
2022-11-15,8,125
2022-11-15,10,465
2022-11-16,1,1183
2022-11-16,2,6583
2022-11-16,3,1718
2022-11-16,5,458
2022-11-16,7,1006
2022-11-17,1,820
2022-11-17,2,848
2022-11-17,3,280
2022-11-17,5,1550
2022-11-17,7,1443
2022-11-18,1,755
2022-11-18,4,3462
2022-11-18,5,2126
2022-11-18,10,1121
2022-11-21,1,240
2022-11-21,3,2590
2022-11-21,5,679
2022-11-21,6,579
2022-11-21,7,1364
2022-11-21,8,354
2022-11-22,1,2327
2022-11-22,2,11177
2022-11-22,7,704
2022-11-22,8,861
2022-11-22,9,804
2022-11-23,2,5583
2022-11-23,3,853
2022-11-23,7,890
2022-11-24,1,660
2022-11-24,2,2268
2022-11-24,9,533
2022-11-25,1,646
2022-11-25,3,1719
2022-11-25,7,700
2022-11-25,9,181
2022-11-28,1,3180
2022-11-28,2,609
2022-11-28,3,1082
2022-11-28,5,2757
2022-11-28,8,291
2022-11-29,1,293
2022-11-29,2,7400
2022-11-29,3,2263
2022-11-29,7,716
2022-11-30,1,1690
2022-11-30,3,324
2022-11-30,5,611
2022-11-30,6,640
2022-11-30,8,262
2022-11-30,9,554
2022-12-01,1,446
2022-12-01,3,2686
2022-12-01,4,2023
2022-12-01,6,747
2022-12-02,1,1361
2022-12-02,3,8403
2022-12-02,5,1330
2022-12-02,6,598
2022-12-02,7,4390
2022-12-05,1,1015
2022-12-05,3,973
2022-12-05,4,2910
2022-12-05,6,747
2022-12-05,8,399
2022-12-06,1,1215
2022-12-06,3,1549
2022-12-06,5,639
2022-12-07,1,1268
2022-12-07,2,483
2022-12-07,3,922
2022-12-07,5,1985
2022-12-08,2,999
2022-12-08,5,775
2022-12-08,6,732
2022-12-08,8,317
2022-12-09,1,1388
2022-12-09,8,380
2022-12-13,9,295
2022-12-14,9,717
2022-12-19,9,309
2022-12-30,9,289
2023-01-03,10,368
2023-01-05,1,7675
2023-01-05,2,4609
2023-01-05,3,5251
2023-01-05,5,7277
2023-01-06,1,2663
2023-01-06,3,1200
2023-01-06,10,555
2023-01-09,1,842
2023-01-09,2,1001
2023-01-09,3,2112
2023-01-09,8,328
2023-01-10,1,593
2023-01-10,2,15679
2023-01-10,5,705
2023-01-10,8,221
2023-01-10,9,736
2023-01-10,10,1576
2023-01-11,1,463
2023-01-11,2,4833
2023-01-11,3,1328
2023-01-11,5,1097
2023-01-12,1,2002
2023-01-12,3,2767
2023-01-13,1,512
2023-01-13,2,7962
2023-01-13,3,9876
2023-01-13,5,1691
2023-01-13,8,541
2023-01-13,9,560
2023-01-16,1,865
2023-01-16,3,3041
2023-01-16,4,4006
2023-01-16,5,808
2023-01-17,1,1288
2023-01-17,2,1092
2023-01-17,3,1421
2023-01-17,5,6255
2023-01-17,8,225
2023-01-17,9,1141
2023-01-18,2,2522
2023-01-19,2,2416
2023-01-19,8,419
2023-01-19,9,3208
2023-01-20,1,7379
2023-01-20,2,2331
2023-01-20,3,1668
2023-01-20,5,1672
2023-01-25,1,780
2023-01-25,2,15758
2023-01-25,5,5133
2023-01-26,5,470
2023-01-27,3,2368
2023-01-27,9,415
2023-01-28,9,466
2023-01-30,1,615
2023-01-30,2,853
2023-01-30,3,792
2023-01-30,4,3516
2023-01-30,5,1022
2023-01-30,8,1000
2023-01-30,9,528
2023-01-30,10,2128
2023-01-31,1,727
2023-01-31,2,36871
2023-01-31,3,5226
2023-01-31,8,335
2023-02-01,1,1249
2023-02-01,2,14292
2023-02-01,3,2780
2023-02-01,5,2793
2023-02-01,8,475
2023-02-01,9,1120
2023-02-02,1,1198
2023-02-02,2,8054
2023-02-02,3,2466
2023-02-02,5,512
2023-02-02,6,813
2023-02-02,8,190
2023-02-03,1,3856
2023-02-03,2,2953
2023-02-03,3,1409
2023-02-03,5,631
2023-02-03,8,217
2023-02-03,10,1096
2023-02-06,1,459
2023-02-06,2,2719
2023-02-06,3,4977
2023-02-06,5,2320
2023-02-06,8,202
2023-02-06,9,679
2023-02-06,10,5259
2023-02-07,1,6986
2023-02-08,1,2448
2023-02-08,2,2194
2023-02-08,3,5415
2023-02-08,8,822
2023-02-09,1,1011
2023-02-09,3,5376
2023-02-09,8,187
2023-02-09,10,2696
2023-02-10,1,3611
2023-02-10,2,1272
2023-02-10,8,209
2023-02-10,10,1213
2023-02-13,1,685
2023-02-13,5,3963
2023-02-14,1,11174
2023-02-14,5,981
2023-02-14,7,14931
2023-02-14,9,512
2023-02-15,1,956
2023-02-15,5,1209
2023-02-15,8,195
2023-02-15,10,1172
2023-02-16,1,880
2023-02-16,3,1874
2023-02-16,5,896
2023-02-16,9,820
2023-02-17,1,1284
2023-02-20,1,1618
2023-02-20,3,2400
2023-02-20,5,1578
2023-02-20,8,281
2023-02-21,1,3512
2023-02-21,3,1972
2023-02-21,5,6056
2023-02-21,8,111
2023-02-21,10,1029
2023-02-22,2,2850
2023-02-22,3,481
2023-02-22,5,948
2023-02-23,1,1397
2023-02-23,5,1371
2023-02-23,8,692
2023-02-23,10,404
2023-02-24,1,1255
2023-02-24,3,1279
2023-02-24,8,228
2023-02-24,10,318
2023-02-26,2,6195
2023-02-27,1,1592
2023-02-27,3,5034
2023-02-27,8,119
2023-02-27,10,1996
2023-02-28,1,1580
2023-02-28,8,723
2023-02-28,9,710
2023-02-28,10,826
2023-03-01,5,1291
2023-03-02,1,2731
2023-03-02,2,3242
2023-03-02,8,298
2023-03-03,1,1158
2023-03-03,2,2741
2023-03-03,3,2594
2023-03-03,5,1690
2023-03-03,8,748
2023-03-03,10,482
2023-03-04,9,870
2023-03-06,1,2358
2023-03-06,3,3537
2023-03-06,5,862
2023-03-06,8,435
2023-03-07,1,1693
2023-03-07,2,807
2023-03-07,3,3166
2023-03-07,5,1986
2023-03-07,9,804
2023-03-07,10,769
2023-03-08,1,310
2023-03-08,2,3009
2023-03-08,3,1188
2023-03-08,8,418
2023-03-08,10,259
2023-03-09,1,2576
2023-03-09,2,7086
2023-03-09,3,3555
2023-03-09,5,1287
2023-03-09,7,1189
2023-03-09,8,440
2023-03-09,9,282
2023-03-10,1,869
2023-03-10,3,1886
2023-03-10,8,447
2023-03-10,9,373
2023-03-13,1,1076
2023-03-13,2,1361
2023-03-13,3,1537
2023-03-13,8,330
2023-03-13,10,326
2023-03-14,1,2503
2023-03-14,3,1313
2023-03-14,5,675
2023-03-14,8,678
2023-03-14,9,652
2023-03-15,1,1693
2023-03-15,2,2359
2023-03-15,7,369
2023-03-15,8,314
2023-03-16,1,2202
2023-03-16,3,8045
2023-03-16,5,321
2023-03-16,8,586
2023-03-17,1,1826
2023-03-17,2,1674
2023-03-17,3,1623
2023-03-17,5,680
2023-03-17,9,555
2023-03-20,2,2349
2023-03-20,3,2632
2023-03-20,5,2020
2023-03-20,8,579
2023-03-21,1,5702
2023-03-21,2,1257
2023-03-21,3,1904
2023-03-21,5,904
2023-03-21,8,136
2023-03-22,2,4289
2023-03-22,5,3107
2023-03-22,8,253
2023-03-22,10,285
2023-03-23,1,1015
2023-03-23,2,1384
2023-03-23,5,1240
2023-03-23,8,95
2023-03-24,1,4954
2023-03-24,3,563
2023-03-24,7,286
2023-03-24,8,411
2023-03-24,9,275
2023-03-27,3,2623
2023-03-27,5,1196
2023-03-27,8,126
2023-03-27,10,212
2023-03-28,3,3229
2023-03-28,5,944
2023-03-28,8,426
2023-03-28,10,365
2023-03-29,1,2157
2023-03-29,3,1648
2023-03-29,5,280
2023-03-29,8,348
2023-03-30,5,293
2023-03-30,8,262
2023-03-31,1,1059
2023-03-31,3,2410
2023-03-31,5,1888
2023-03-31,7,295
2023-03-31,10,483
2023-04-02,8,200
2023-04-03,1,3043
2023-04-03,2,841
2023-04-03,3,847
2023-04-03,5,1846
2023-04-03,8,170
2023-04-04,1,1576
2023-04-04,2,1003
2023-04-04,5,1498
2023-04-04,8,879
2023-04-05,8,236
2023-04-06,1,1354
2023-04-06,5,2249
2023-04-06,8,212
2023-04-07,1,2000
2023-04-07,3,1018
2023-04-07,7,239
2023-04-07,8,250
2023-04-10,1,3304
2023-04-10,3,247
2023-04-10,5,1055
2023-04-10,8,106
2023-04-10,9,251
2023-04-10,10,1427
2023-04-11,1,2243
2023-04-11,3,1322
2023-04-11,5,483
2023-04-11,6,366
2023-04-11,8,696
2023-04-11,9,455
2023-04-12,1,1637
2023-04-12,3,1223
2023-04-12,5,1807
2023-04-12,7,1569
2023-04-12,9,293
2023-04-13,1,458
2023-04-13,3,2131
2023-04-13,5,1087
2023-04-13,8,132
2023-04-13,10,297
2023-04-14,1,392
2023-04-14,3,853
2023-04-14,7,546
2023-04-17,1,1036
2023-04-17,5,1150
2023-04-17,8,710
2023-04-18,1,1339
2023-04-18,3,256
2023-04-18,8,449
2023-04-18,9,281
2023-04-19,1,605
2023-04-19,2,409
2023-04-19,10,102
2023-04-20,1,319
2023-04-20,2,2555
2023-04-20,3,3735
2023-04-20,8,532
2023-04-20,9,381
2023-04-20,10,132
2023-04-21,1,1110
2023-04-21,2,2823
2023-04-21,3,997
2023-04-21,5,750
2023-04-21,7,410
2023-04-24,1,2972
2023-04-24,2,1619
2023-04-24,3,739
2023-04-24,5,1441
2023-04-24,6,640
2023-04-24,9,154
2023-04-24,10,249
2023-04-25,2,1090
2023-04-25,3,1776
2023-04-25,5,1618
2023-04-25,8,417
2023-04-25,9,110
2023-04-26,1,4096
2023-04-26,2,3244
2023-04-26,5,1074
2023-04-27,1,810
2023-04-27,3,2736
2023-04-27,8,635
2023-04-27,9,81
2023-04-28,1,3399
2023-04-28,2,589
2023-04-28,3,1442
2023-04-28,7,233
2023-04-28,8,259
2023-04-28,9,205
2023-05-01,1,5361
2023-05-01,2,800
2023-05-01,3,1762
2023-05-01,5,977
2023-05-01,8,196
2023-05-01,9,222
2023-05-01,10,478
2023-05-02,1,1687
2023-05-02,2,386
2023-05-02,5,788
2023-05-02,8,367
2023-05-02,9,213
2023-05-02,10,1716
2023-05-03,1,1121
2023-05-03,2,3225
2023-05-03,5,1122
2023-05-04,1,3185
2023-05-04,2,1675
2023-05-04,5,678
2023-05-04,6,239
2023-05-04,7,584
2023-05-04,8,175
2023-05-09,1,61895
2023-05-09,2,2022
2023-05-09,3,3822
2023-05-09,5,395
2023-05-09,8,510
2023-05-10,1,2692
2023-05-10,2,15699
2023-05-10,3,2932
2023-05-10,10,532
2023-05-11,1,1279
2023-05-11,3,1210
2023-05-11,7,354
2023-05-12,1,713
2023-05-12,2,597
2023-05-12,4,465
2023-05-12,5,274
2023-05-15,1,2161
2023-05-15,2,2981
2023-05-15,3,667
2023-05-15,8,805
2023-05-16,1,1501
2023-05-16,2,525
2023-05-16,7,509
2023-05-16,8,271
2023-05-17,1,1253
2023-05-17,2,1041
2023-05-17,3,123
2023-05-18,1,2593
2023-05-18,2,736
2023-05-18,3,585
2023-05-18,5,475
2023-05-18,7,186
2023-05-18,8,111
2023-05-18,9,205
2023-05-19,1,428
2023-05-19,2,1435
2023-05-19,3,834
2023-05-19,5,708
2023-05-19,7,209
2023-05-19,10,35
2023-05-22,1,629
2023-05-22,2,332
2023-05-22,3,2458
2023-05-22,8,127
2023-05-22,9,25
2023-05-23,1,435
2023-05-23,2,1228
2023-05-23,3,732
2023-05-23,5,386
2023-05-23,8,215
2023-05-24,1,482
2023-05-24,2,885
2023-05-24,5,134
2023-05-24,8,243
2023-05-24,9,21
2023-05-24,10,181
2023-05-25,1,479
2023-05-25,2,207
2023-05-25,3,396
2023-05-25,5,573
2023-05-25,6,118
2023-05-25,8,157
2023-05-26,1,215
2023-05-26,2,308
2023-05-26,3,201
2023-05-26,7,32
2023-05-26,8,59
2023-05-26,9,32
